rank,token_id,token,dot_product
1,15442, evaluate,0.04851814970088503
2,37563, evaluating,0.046514072223924875
3,60969,umerator,0.04624354256625793
4,82345,Evaluate,0.045059184715045185
5,67427, fencing,0.044881432125964044
6,3947, visit,0.04377501788325685
7,110640,最少,0.043580010246312036
8,1056,line,0.04327420116241292
9,48924, successive,0.04261541297385189
10,67279,包,0.04254813801866973
11,20408,ometer,0.042030046485865426
12,55081, evaluations,0.04118920303940788
13,92984, Arithmetic,0.0410757573324108
14,21206, stamp,0.04104563345696348
15,10191, coverage,0.040793830872775244
16,54115, Evaluate,0.04072095536243959
17,63275, BX,0.04052353347652034
18,6077, sample,0.040483645764580044
19,3122,unk,0.040158566931133205
20,18052,mate,0.039505766121713325
21,14581, &=,0.03923093126030727
22,105470,相关的,0.03917546731177456
23,29208,-step,0.03878482265621286
24,102086,评估,0.03873017235944765
25,82634, counterfeit,0.03811527751345293
26,3158, express,0.03802844700909835
27,42067,集,0.03794460838665786
28,36710, expressing,0.03793947532405588
29,40856,quares,0.03780518646023244
30,108801,最小,0.037703044627995265
31,90516, Least,0.03767059080676517
32,53242,translated,0.03725983928425737
33,7755,ya,0.03706359598895812
34,37596, mathematics,0.036780712110010286
35,29033,stick,0.036406228246665756
36,13994, hall,0.03637855602978038
37,44241, bx,0.03636716650117562
38,33682, bounce,0.036345519442720284
39,55669, Coverage,0.03631366293179503
40,19008, Visit,0.03629512461739583
41,65666, summed,0.036141244256155974
42,16460, evaluation,0.036112933024081056
43,28117, calculations,0.03591092705547454
44,17221, supplied,0.03585671034435947
45,46994, chop,0.03583653288249086
46,49758,-sided,0.03583271535418414
47,7083, Line,0.035758048709576815
48,104520,解决方案,0.035702331988336874
49,45441,alculate,0.035652221851211474
50,2895,_str,0.03558525905635948
